340,0.0010528564,-6.5612793E-4,0.0022583008,04-11-2017_19-01-19-787
341,0.002029419,-9.3078613E-4,0.0026550293,04-11-2017_19-01-19-794
342,3.0517578E-5,0.0029907227,2.746582E-4,04-11-2017_19-01-19-797
343,0.0034332275,0.0021514893,-6.866455E-4,04-11-2017_19-01-19-802
344,0.0074310303,-3.3569336E-4,3.8146973E-4,04-11-2017_19-01-19-807
345,0.0017852783,-0.0022583008,5.79834E-4,04-11-2017_19-01-19-811
346,0.0036773682,-0.0012207031,0.0016021729,04-11-2017_19-01-19-817
347,0.0065307617,-5.187988E-4,6.5612793E-4,04-11-2017_19-01-19-822
348,0.0013275146,0.0017852783,-0.002746582,04-11-2017_19-01-19-827
349,-6.1035156E-5,-0.0010528564,-9.765625E-4,04-11-2017_19-01-19-830
350,-0.0019226074,-0.002609253,-0.0014343262,04-11-2017_19-01-19-836
351,-0.0014343262,-0.0040740967,-0.0024414062,04-11-2017_19-01-19-841
352,0.01399231,-0.008178711,-0.016204834,04-11-2017_19-01-19-844
353,0.039627075,-0.01676941,-0.046554565,04-11-2017_19-01-19-849
354,0.05505371,-0.03479004,-0.07258606,04-11-2017_19-01-19-854
355,0.116607666,-0.056427002,-0.11682129,04-11-2017_19-01-19-859
356,0.18676758,-0.06825256,-0.14199829,04-11-2017_19-01-19-865
357,0.19049072,-0.044403076,-0.139328,04-11-2017_19-01-19-869
358,0.15971375,0.0026245117,-0.09980774,04-11-2017_19-01-19-873
359,0.107803345,0.040725708,-0.038619995,04-11-2017_19-01-19-879
360,0.031539917,0.062316895,0.035614014,04-11-2017_19-01-19-884
361,-0.039398193,0.073135376,0.09437561,04-11-2017_19-01-19-890
362,-0.06590271,0.076049805,0.14273071,04-11-2017_19-01-19-894
363,-0.0846405,0.072906494,0.18363953,04-11-2017_19-01-19-899
364,-0.11376953,0.06588745,0.20123291,04-11-2017_19-01-19-904
365,-0.11305237,0.0410614,0.20251465,04-11-2017_19-01-19-909
366,-0.0697937,0.0047912598,0.20767212,04-11-2017_19-01-19-914
367,-0.025405884,-0.025268555,0.1921997,04-11-2017_19-01-19-919
368,-0.025283813,-0.042297363,0.1637268,04-11-2017_19-01-19-924
369,-0.034576416,-0.037765503,0.14253235,04-11-2017_19-01-19-928
370,-0.07965088,-0.028503418,0.10505676,04-11-2017_19-01-19-934
371,-0.110458374,-0.030059814,0.08958435,04-11-2017_19-01-19-939
372,-0.11187744,-0.038238525,0.08483887,04-11-2017_19-01-19-943
373,-0.13085938,-0.04360962,0.07795715,04-11-2017_19-01-19-948
374,-0.14012146,-0.04458618,0.07888794,04-11-2017_19-01-19-954
375,-0.1360321,-0.033325195,0.05819702,04-11-2017_19-01-19-957
376,-0.12884521,-0.0068511963,0.016586304,04-11-2017_19-01-19-963
377,-0.07774353,0.017715454,-0.018661499,04-11-2017_19-01-19-968
378,-0.014923096,0.03213501,-0.040893555,04-11-2017_19-01-19-975
379,0.019363403,0.02848816,-0.06288147,04-11-2017_19-01-19-977
380,0.030517578,0.014663696,-0.07632446,04-11-2017_19-01-19-982
381,-0.008880615,-0.0041046143,-0.05104065,04-11-2017_19-01-19-988
382,-0.08279419,-0.012802124,-0.016082764,04-11-2017_19-01-19-992
383,-0.13807678,-0.014587402,0.032180786,04-11-2017_19-01-19-997
384,-0.18867493,-0.0018157959,0.09188843,04-11-2017_19-01-20-002
385,-0.16999817,0.017227173,0.14031982,04-11-2017_19-01-20-007
386,-0.12973022,0.03665161,0.15310669,04-11-2017_19-01-20-012
387,-0.09315491,0.04576111,0.15052795,04-11-2017_19-01-20-022
388,0.0018005371,0.044128418,0.14265442,04-11-2017_19-01-20-028
389,0.07359314,0.04788208,0.13957214,04-11-2017_19-01-20-032
390,0.14065552,0.051605225,0.115448,04-11-2017_19-01-20-036
391,0.18434143,0.05558777,0.06567383,04-11-2017_19-01-20-042
392,0.1565094,0.061401367,0.030776978,04-11-2017_19-01-20-045
393,0.0947113,0.06300354,0.019744873,04-11-2017_19-01-20-051
394,-0.0015411377,0.058761597,0.010498047,04-11-2017_19-01-20-056
395,-0.09660339,0.051651,0.009216309,04-11-2017_19-01-20-061
396,-0.111450195,0.045578003,0.025756836,04-11-2017_19-01-20-067
397,-0.08331299,0.0466156,0.034957886,04-11-2017_19-01-20-071
398,-0.0017700195,0.047454834,0.040664673,04-11-2017_19-01-20-076
399,0.08117676,0.055023193,0.050338745,04-11-2017_19-01-20-080
400,0.094314575,0.05609131,0.047821045,04-11-2017_19-01-20-084
401,0.07191467,0.050216675,0.016647339,04-11-2017_19-01-20-090
402,0.037322998,0.03463745,-0.0129852295,04-11-2017_19-01-20-097
403,-0.013931274,0.014877319,-0.04197693,04-11-2017_19-01-20-100
404,-0.06544495,-0.006652832,-0.07885742,04-11-2017_19-01-20-104
405,-0.07597351,-0.026306152,-0.10934448,04-11-2017_19-01-20-110
406,-0.030960083,-0.040374756,-0.11495972,04-11-2017_19-01-20-114
407,0.02456665,-0.05064392,-0.102630615,04-11-2017_19-01-20-119
408,0.06871033,-0.05319214,-0.07839966,04-11-2017_19-01-20-124
409,0.078567505,-0.05543518,-0.042236328,04-11-2017_19-01-20-129
410,0.052825928,-0.061965942,-7.4768066E-4,04-11-2017_19-01-20-134
411,0.008300781,-0.06504822,0.03439331,04-11-2017_19-01-20-138
412,-0.02330017,-0.059555054,0.061553955,04-11-2017_19-01-20-143
413,-0.026443481,-0.04347229,0.070510864,04-11-2017_19-01-20-149
414,-0.016784668,-0.014892578,0.053268433,04-11-2017_19-01-20-154
415,0.006652832,0.016433716,0.030807495,04-11-2017_19-01-20-157
416,0.015197754,0.042312622,0.010879517,04-11-2017_19-01-20-162
417,9.613037E-4,0.06411743,-0.011520386,04-11-2017_19-01-20-168
418,-0.008926392,0.08068848,-0.03338623,04-11-2017_19-01-20-174
419,-0.00730896,0.08303833,-0.02897644,04-11-2017_19-01-20-176
420,0.0057678223,0.0818634,-0.010192871,04-11-2017_19-01-20-183
421,0.0041656494,0.0743866,0.008239746,04-11-2017_19-01-20-187
422,0.0043029785,0.0683136,0.03439331,04-11-2017_19-01-20-194
423,0.02571106,0.065338135,0.05029297,04-11-2017_19-01-20-196
424,0.044540405,0.067611694,0.04386902,04-11-2017_19-01-20-202
425,0.06462097,0.07720947,0.039855957,04-11-2017_19-01-20-206
426,0.04864502,0.07286072,0.031936646,04-11-2017_19-01-20-213
427,-0.017501831,0.05342102,0.015380859,04-11-2017_19-01-20-217
428,-0.09585571,0.03375244,-0.0037231445,04-11-2017_19-01-20-223
429,-0.14823914,0.005142212,0.0018005371,04-11-2017_19-01-20-226
430,-0.1607666,-0.016448975,-0.0016021729,04-11-2017_19-01-20-232
431,-0.14230347,-0.025115967,-0.009399414,04-11-2017_19-01-20-235
432,-0.079818726,-0.03492737,0.016113281,04-11-2017_19-01-20-241
433,0.004470825,-0.046081543,0.044128418,04-11-2017_19-01-20-247
434,0.060165405,-0.045822144,0.05886841,04-11-2017_19-01-20-251
435,0.08024597,-0.05328369,0.07072449,04-11-2017_19-01-20-260
436,0.06828308,-0.063568115,0.07650757,04-11-2017_19-01-20-264
437,0.032608032,-0.06478882,0.068374634,04-11-2017_19-01-20-269
438,0.0061187744,-0.06460571,0.05958557,04-11-2017_19-01-20-274
439,-0.0084991455,-0.052886963,0.04899597,04-11-2017_19-01-20-279
440,-0.022476196,-0.035186768,0.031295776,04-11-2017_19-01-20-284
441,-0.013442993,-0.0057678223,0.0021362305,04-11-2017_19-01-20-289
442,-0.002090454,0.01725769,-0.020629883,04-11-2017_19-01-20-293
443,0.005142212,0.021591187,-0.038497925,04-11-2017_19-01-20-298
444,-0.010757446,0.022598267,-0.07673645,04-11-2017_19-01-20-304
445,-0.033172607,0.022857666,-0.11253357,04-11-2017_19-01-20-308
446,-0.065597534,0.024246216,-0.1302948,04-11-2017_19-01-20-314
447,-0.089141846,0.024856567,-0.1351471,04-11-2017_19-01-20-318
448,-0.06286621,0.018814087,-0.14048767,04-11-2017_19-01-20-323
449,-0.0034179688,0.0021972656,-0.11694336,04-11-2017_19-01-20-328
450,0.06871033,-0.019943237,-0.067352295,04-11-2017_19-01-20-334
451,0.12042236,-0.035949707,-0.02130127,04-11-2017_19-01-20-339
452,0.12271118,-0.04121399,0.021743774,04-11-2017_19-01-20-343
453,0.08898926,-0.035446167,0.047836304,04-11-2017_19-01-20-348
454,0.001449585,-0.023117065,0.05039978,04-11-2017_19-01-20-353
455,-0.085617065,-0.011703491,0.03277588,04-11-2017_19-01-20-358
456,-0.104766846,-0.01940918,0.006515503,04-11-2017_19-01-20-363
457,-0.072891235,-0.03475952,-0.023544312,04-11-2017_19-01-20-367
458,0.014831543,-0.040908813,-0.04826355,04-11-2017_19-01-20-373
459,0.11476135,-0.03656006,-0.047683716,04-11-2017_19-01-20-377
